input,label
@user Lanas not a problematic bitch though... ,0
But don’t let ‘em hear you fucking these hoes though⁰He gon’ kill you ‘bout that bitch ,0
When dudes act like a chick they truly are a little bitch #hehoes ,0
"@user THIS IS the same ""paper of record"" that covered up the Holocaust.It's amazing that NYT is still in business; but as long as lib billionaires can support it, it will live.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue ",0
"If you think your sarcasm will be offensive, say it, whoever finds it offensive is a bitch and you don't need such negativity in your life. ",0
"Border Patrol Agents Bust MS-13, 18th Street Gang Members in South Texas via @user @user #StopTheInvasion ",0
"@user Kassy, your enemies are my enemies! #LiberalismIsAMentalDisorder #walkaway @user #FakeNews #DrainTheSwamp #BuildTheWall #SendThemBack ",0
I'm a whole cunt when I'm hungry so ,0
Thoughtful Thursday Dear Dumbo @user ;Perhaps the 1.6 Million Homeless Children should get the same benefits as DACA folks?#AmericansAreDreamersToo#MAGA #Focus #NoDaca #NoAmnesty #AmericaFirst @user #CloserNation @user #AlexIsStanding ,0
"As corrupt & dishonest AGs Holder & Lynch were, @user is the WORST. At least THEY were loyal to the man who hired them. Sessions has witnessed FBI & DOJ attempt to take down #POTUS & does nothing.#MAGA #KAG #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA ",0
"@user he's a cockapoo LMAO  10/10 would recommend tho, v small and cute and smart and lov to be ur bitch ",0
okay? the bitch is still broke. go get your plane sis. we only respect them hoes that own they own plane! ,0
"@user @user We're still WINNING! @user #Resistance is a bitch, like Karma! No pardons fo… ",0
Force yourself to love yourself! Love it!! Be it!! Feel it!! Slay it!! Get into your kunt!!! ,0
I'm excited to get my new glasses Bc I turn into a whole new bitch ,0
Yeah! #BuildThatWall NOW! Enforce immigration laws as other countries do! ,0
How does the term #democraticvoters sound? #illegalaliens ,0
"@user Britney Spear the queen for pop, lana del rey for moody bitch, kyary pamyu pamyu for evil kawaii hoe, E… ",0
"whoever boonk is, he's a fuck nigga     'i don't wanna kiss your ugly ass anyways' after your bitch ass got rejected ",0
The blue wave is coming if we don't build that damn wall. #BuildThatWall & #MAGA ,0
Chain Migration is not sustainable and needs to end NOW. It's time to break the chain! #EndChainMigration ,0
im gonna be that bitch colorful does NOT equal galaxy CHECK YOUR SELVES ,0
@user put me as a caster/mage class or something. I can be the support bitch. ,0
How did people respond to @user tweets today?Tuesday 11 Sep 2018 16:00:32 UTCTop hashtags:#neverforget#september11th#911memorial#buildthatwall#retweet#trumpMost influential accounts:@WeSupport45@JeffreyGuterman@Brimshack@wdunlap@WashingtonDCTea ,0
"Joffrey is a bitch and I cried of joy when he fuckinf died. He killed my fav whore , Ros . He was a rat too ",0
"Also I've heard vegans make some wild af false equivalencies lol. Like ""dairy is rape"". Bitch no rape is rape, dairy is delicious. ",0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP Please follow back ,0
"What is the thinking behind #VeteransAgainstTrump ?#POTUS has reformed & improved the VA, while hundreds died during Obama reign waiting for treatment.They can think what they want, but let's be rational.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #RedWave ",0
@user @user Ive dreamed of this day ever since the budget was approved. #BuildThatWall Mr President #JustDoIt ,0
GUNSDems fall into 3 categories1 don't have guns but have bodyguards with guns2 don't have guns but depend on law enforcement to protect them3 gangbangers & bad guys w/guns who pray those who don't#NRA #KAG #MAGA #Trump #POTUS #2A #2Amendment #NEWS #USA #NoDACA #guns ,0
"MUST READ: IMPORTANTMedia and political falsehoods about immigration: Propaganda images, immigrant crime and DACA@realDonaldTrump @user #NoAmnesty #EndChainMigration #EndIllegalBirthrightCitizenship#SecureUSBorders#ProtectUSA ",0
@user @user @user @user Lol.. your like talking to the wall my man Trump wants to put up!! #BuildThatWall #trumptrain #keepAmericagreat ,0
@user Well I was too but shit them contractions ain't no hoe that epidural you gone be in that bitch chillen won'… ,0
@user Bitch you owe me a couple blunts hoe ,0
SHUT IT DOWN!!! #BuildThatWall #BuildTheWall #MAGA #AmericaFirst @user #WRWY #WWG1WGA #GreatAwakening @user ,0
"Read President Trump's tweet.Unless we VOTE #RedWaveRising, the#Demonrats will pass amnesty & open border legislation.They choose illegals over American citizens time & time again.#NoAmnesty #EndCatchAndRelease #EndChainMigration #NoVisaLottery#MandatoryEverify #BuildTheWall ",0
i LOVE you you are one of my closest friends here and i love everything about our friendship and i just love u so much bitch u are my hoe ,0
Karma is a bitch and will get the asshole who did this ,0
@user @user SHUTITDOWN #BUILDTHATWALL #SHUTITDOWN #NOWALLNOGOVERMENT #TRUMP2020 #MAGA ,0
take your shoes off when you enter my home. bitch ,0
@user @user @user Why the hell didn't you tag me in this too bitch I'm a vine hoe too ,0
THE WHOLE #LUSTFORLIFE ALBUM IS JUST LIKE BITCH STOP ITS STILL 10AM HERE AND IM ALREADY ROLLING ON THE FLOOR AND AH… ,0
females are even worse 💀 fuccin whores will clique up when they only got one thing in common = mutual hate for ONE bitch. ,0
"Hoes wanna get bold AFTER the fact. Bitch bye. Where was you at when we called yall out for round 2, 3 or 4? 🤔 Scary. ",0
@user Lmao fuck you bitch don't get mad at me cuz u don't know the game of basketball hoe ,0
"@user Hahahaha bitch, I watched that video and the whole time I was like ""Kim wants to just get up and leave."" ",0
"@user @user @user You stand with @user because you don't pay taxes, especially not in Maryland. #NoDACA ",0
#Mexico violence: Remains of 166 found in #Veracruz mass grave #DRUGS #CARTELS #BuildThatWall ,0
"Donald Trump HAS brought the jobs back, and now little 'orator' Obama wants to take credit. Pathetic.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #FreeJulian #BoycottNFL ",0
#ConfirmJudgeKavanaugh@TheDemocrats @user party of #Obama #Obstructionists @user #Soros #Liers #Violence #Hate #Hypocrisy #Socialists MS-13 #KKK #IllegalAliens #Drugs #ANTIFA #Resist@realDonaldTrump @user @user @user @user #2ADefenders ,0
"#barackobama #obamaspeaksIll vote, yes.#Trump2020 #MAGA #buildthatwall ",0
"Except for the wall, ending DACA, ending chain migration, enforcing e-verify, eliminating H1B visas, and all the immigration promises that got you elected.#BuildTheWall #NoDACA ",0
These lil mut whores keep dickeating my man and they not even fans like bitch gtfoh ,0
@user Please support the confirmation of Judge Brett Kavanaugh to the Supreme Court of the Untied States of America.#MAGA#USA1st#BuildThatWall#NoAmnesty#NoDACA#DumpTheUN#ScrewTheEU#KingTRUMP ,0
Bitch couldn't tell me he was going to Orlando cause he going to be a whore ! So DO YOUUUUUU lil baaabby ,0
Eyebrows waxed...feel like a whole new bitch🙃 ,0
"The military may build part of Trumps #border wall, but it wont be easy #BMGR #BuildThatWall ",0
@user @user @user knows her audience & how nave & ignorant they are; that they will believe anything regardless how ridiculous. These politicians have NO RESPECT for their constituency.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BuildTheWall ,0
@user I don't disagree. The SCANDAL is that we have a CORRUPT Justice Department that is looking under rocks for wrongdoing by ONE party; while ignoring blatant lawbreaking by Hillary & many other Dems.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA ,0
Keep the toxic people out of your life because they ain't nothing but bitch ass hoes ,0
Yes! My paternal an maternal grandparents came to America from Sicily in the early 1900s and ASSIMILATED! #pjnet #SundayMorning #SundayMotivation #BeAdvised #noDACA ,0
I chose cunt instead of bitch because cunt is the worst curse in the world to the whities ,0
"@user It's dispicable that he is mayor, and really goes to show what the demographics of London are. #StopImmigration ",0
@user Why have you forsaken us for @user and @user Keep your word for a change #BTW #DeportThemAll #MAGA ,0
@user bitch I am from San Antonio Tx. U ain't slick with the Spanish u dumbass cunt lmfaoooo just proceed w… ,0
Awesome idea #BuildThatWall ,0
"Whoever said that a dog is a man’s best friend obviously never met you. Happy birthday, bitch @user ! 😙❤🎉🎂🍻 ",0
"@user wow, you got to meet @user in person! And get your picture taken with her!Lucky you.#MAGA#USA1st#BuildThatWall#NoAmnesty#NoDACA#DumpTheUN#ScrewTheEU#KingTRUMP ",0
@user @user Only 9%?!? Thats shameful! It should be 900%!!! #NoAmnesty #NoDACA ,0
@user Mark Zuckerberg is the devil! #LiberalismIsAMentalDisorder #DemocratsHateAmerica @user #WalkAway #GodBlessIce #MAGA #AmericaFirst #RedRage #DrainTheSwamp #BuildTheWall #SendThemBack #BoycottHollywood #BoycottTheNFL #Trump2020 #FacebookSUCKS ,0
"@user Hmm. People in the country without permission are illegal. People from other counties are aliens. (An immigrant should have applied for status to immigrate. Yup, Im sticking with #illegalaliens ",0
@user @user @user @user @user @user A boat and a plane and a bus. #sendthemhome ,0
@user Their parents never should have done that to them. #BuildThatWall #MAGA #Trump ,0
#IllegalAliens just checking to see. ,0
@user Maybe Hal has an undetected congenital heart defect that can remind him of karma being a bitch to A-holes. ,0
@user @user @user @user Thank you for the Follow! #NoAmnesty #EndDACA #BuildTheWall ,0
#Florence: Maybe we should be thinking #BuildThatWall along our EASTERN border. ,0
"@user THIS IS FABULOUS! I HOPE THE ACLU IS HOIST BY IT'S OWN PETARD!IT'S IDIOTIC, STUPID, SELF DEFEATING TO SIMPLY STOP APPLYING THE LAW BECAUSE THERE IS A CHILD INVOLVED!NO OTHER US LAW WOULD DO THIS! INSANITY! #NOAMNESTY @user @user #NOASYLUM #nohr392 #deportdaca #nodaca ",0
@user Sell me your makeup then hoe! I'm extra bitch lmao ,0
i would just like to say happy birthday to my favorite bitch. love u hoe! ,0
"Again, please follow Gregg, (We Live We Learn. Have REALLY LEARNT A LOT from Gregg in just Two Years.) WAKE UP AMERICA! #MAGA #WalkAway #LeaveDNC #VoteRed2018 #Trump2020 #TrumpPence2020 #WakeUp #NoJihad #NoDACA ",0
HOE MY GOOOODDD YESSSSS BITCH !!!! Wow you're so beautiful 💞😍😍💞😍 how can someone be so hotttt 😋😋😋 ,0
if you hitting women you a bitch ,0
"Just remember, the real #AmericanHeroes are not the #socialists, not the #IllegalAliens, not #MS13, not the #politicians willing to sell out our country to further their own selfish ambitions. Our country is better than that.#Obama #Clinton #9/11 ",0
I wish GOD would jus BITCH slap our whole planet into realizing it's not Kool what's goin on!!!! Jus my take on it.. ,0
@user 😂😂😂Bitch what with my brand new uniform and shoes😏 ,0
"This is called Taqiyya in Islam. The are of telling lies & deception. Till the time Kareem Abdul-jabbar was not well settled & well connected he would sing U.S. national anthem. Now when Democrats/Librals are openly supporting Muslims, he suddenly feels powerful. #SendThemBack. ",0
@user @user @user For @user it's to easy to undo the past president's because there were no legacy to start with. Maybe lazy. #MAGA #DrainTheSwamp #BuildThatWall ,0
@user @user Pocohantas speaks with forked tongue. @user @user #LiberalismIsAMentalDisorder @user #MAGA #AmericaFirst #TermLimits #DrainTheSwamp #BuildTheWall #SendThemBack ,0
Time for Trump Rally! #MAGA #KAG #POTUS45 #ProudAmerican #ProudDeplorable #NoDACA #NoAmnesty #Deport #BuildTheWall #AmericaFirst #Americansaredreamerstoo ,0
Wheres the justice? Oh right. Shes an American. #BuildThatWall #MAGA2KAG #MAGAveteran ,0
@user The killed boy was a Cuban boy protecting a German girl from being raped by a rapefugee. But those honoring him with demonstrations are called extreme-right. So be it. ,0
@user How many #illegalaliens use twitter? ,0
"@user The Deranged Left ruins everything it touches-Incl Rule of Law, Freedom of Religion/Speech, NatSecurity, BorderSecurity/IllegalAliens, Economy, Sports, Store Bathroom Policies, Gender Identity, Sanctity of Govt, Respect for others! Plus, their PC Madness almost destroyed USA! ",0
@user @user This is garbage. Kavanaugh has done a beautiful job fielding questions.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL ,0
"The worst thing anybody can ever call me is ah HOE, BITCH AND STUPID 😤that shit take me to a whole different mind set 💯🙄 ",0
@user @user Bit wishy washy policy tho. #sendThemBack ,0
#IngrahamAngle so right @user dropping the ball and huge mistake to approve any spending before #BuildThatWall funding @user ,0
You my bff bitch even doe you always trynna curve me but Ik it's love I ain't leaving hoe ❤️ ,0
Woody Allen ..uflrghhjj .. hiding behind Hollywood production houses bitch raped his one step daughter and married another ,0
"Everyone makes the 'Are traps gay?' debate about straight dudes and trap women, but never about day dudes and cunt bois. ",0
"Hopefully, the CA Conservatives will vote every liberal out of office! They've tarnished and destroyed the state! Stop letting the 'Bay Area' control the entire state! Wouldn't that be 'GOLDEN!' Ask people if they need a ride to the polls! #VoteRed#BuildTheWall #EndDACA ",0
Second Impostor in Three Weeks Caught by CBP Biometric Verification Technology at Washington Dulles Airport #facialrecognition #illegalaliens #uscustomsandborderprotection #washingtondullesairport ,0
"@user @user This refers 2 a favorable political effort by GOOGLE 2 DEM Party's Pres. candidate - they were surprised that ""sure-fire"" voters they gave rides 2 didn't ALL vote 4 their woman! They expected it, like the Blacks used 2 do, but began 2 wake up. Next up? MUSLIMS!#StopTheInvasion ",0
@user I love how you think calling someone a dumb bitch is okay though. Your hate for women is very telling. ,0
I was thinking they found A WHOLE catheter in there and I was like bitch please but that is vile AF!!!!!!!!!!!!!!!!!! ,0
I'm 10 Toes Behind My Bitch So If She Don't Like You Guess What? I Don't Like You Either Luh Whores😛 ,0
"Whenever HP is on I have this sick need to watch it & bitch the whole time.   Scene that grind my gears:  ""HARRY DID U PUT UR NAME IN GOF!?""📢 ",0
@user don't stop believin #Trumpbots #BuildThatWall 852 ,0
@user Let's see how you are going to babble after the Supreme Court ruling!#DeportThemAll #NoDACA #SupportICE #AbolishDemocRATS ,0
"Mr President Trump it is time to build the WALL. I am ready to Donate to #BuildThatWall, go ahead SIR follow your inclination NOW. What does the Corp of Engineers do? #QAnon #Patriots #RedWaveRising #WalkAway #AmericaFirst #Timetobuildthatwall #GOP Fuck Paul Ryan & McConnell ",0
Not long til Lily goes back to school and I regain my sanity. #summerholidays #theywillruinme #sendthemback #shehatesme ,0
"Will I be offended when cunts celebrate my death by rejoicing and bitching about me?   No, because I'll be a dead cunt.  😑 ",0
Please advise where I can go to sign the petition to stop your petition.#ApproveJudgeKavanaugh #MAGA #AmericaFirst #NoDACA #AmericansB4Illegals #LimitedAbortion ,0
Legal Immigrant Running for House Crushes Every Single Objection to Trump&#8217;s Wall ? #SendThemBack #NoAmnesty #BuildTheWall #EndChainMigration #EndTheVisaLottery #EndAnchorBabies #NoDACA ,0
Finally watching black lightening. Great spirituals in the background. #BlackLightning #Jesus #sendthemback ,0
Not one immigration activist is calling for assistance for Central American countries to help improve economic conditions there. NOT ONE. Think about that.#Maga #Immigration#StopTheInVasion #ImmigrationIsAWeapon ,0
"If the shoes fits, lace that bitch up & wear it. ",0
Miami was my whole life a bitch will.be back next month real live lol ,0
@user Bitch you were supposed to be home 30mins ago you fat hoe ,0
@user RT @user #America has a Serious Debt Problem and thus cannot afford big #TaxCuts for the wealthy and big NWO/Globalist Corporations. #USA #Americans #Constitution #BuildTheWall #NoAmnesty #EndDACA #EndSanctuaryCities #MAGA #NoMoreBadBudgetDeals #ReduceTheDebt #Congress ,0
Over 62 million people voted for @user b/c of policies clearly stated at dozens of rallies. #BuildThatWall #TaxCutReformBill #EliminateRegulations #ConstitutionalistsOnSCOTUS #AmericaFirstTradePolicy #EndGovermentWaste #ReformTheVA #DestroyISIS Keeping Promices #MAGA ,0
@user I'm sure glad I didn't just call fence jumpers #IllegalAliens ,0
@user Join the Patriots & order a laser engraved brick to help #BuildThatWall today @ ,0
@user @user When we say #BuildThatWall at this is how @user respond!#RETWEET ,0
"Story to my boys: (while having a cold one) ""Yeah she a freaky bitch""....  Me to my mom: Scraped my tummy while chan… ",0
I LOVE BEING A HOE WITH YOU YOU ARE ONE OF THE GREATEST THINGS THAT EVER HAPPENED TO ME 💝💞💕💞 ily bitch i ain't ever… ,0
Bitch I hate you cause you beat women. ,0
@user a hole whore out here literally and figuratively 😂🖕 ,0
This nasty bitch raped her sister and WW are still team Lena Dunham. Seriously how ,0
Hey @user when you went down to the border did you see the children that were separated from their HUMAN TRAFFICKERS? Of course you did but youre not honest enough to admit it. #DemocratsAreSociopaths #StopTheInvasion#DeportThemAll#NoAmnesty#BuildTheWall ,0
I hope they give Orenthal another 9 1/2 years and let him rot and die in that hell hole. Karma is a bitch and so is OJ. #feedOJ ,0
Yeah bitch I am gonna restate how bad I wanna move out and start my life away from my asshole family ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP ,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP ,0
"ima mf asshole, bitch I'm the shit. ",0
ITS SO DISRESPECT IF YALL FRIENDS CALL YOU BITCH OR HOE . !!!!!!!! ,0
@user @user And it's because he's my sugar daddy bitch I can get one of those because I'm what? SICK… ,0
"@user How low is Sharpton?This race-baiting bigot made millions, didn't pay taxes, lied about race attacks, is functionally illiterate, & is a great asset for GOP victory on Nov 6. Keep talking, Not-so-Sharpton#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway ",0
In Mexico & CanadaONLY NATIVE BORN CITIZENS ARE ALLOWED TO VOTE IN THEIR ELECTIONS & EXCLUDES NATURALIZED CITIZENS!We should do the same in U.S.A.#RETWEET#RESIST#ThursdayThoughts #TrumpKnew Help #BuildThatWall @ #EndDACA#TheFive ,0
"Mfs be like ""I'm at work"" NO BITCH you just collecting a whole pay check with out working bc you don't DO SHIT. ",0
#BuildThatWallCARTEL- 166 SKULLS FOUND IN MASS BURIAL PIT IN MEXICO: OFFICIALS ,0
"#potus must #buildthatwall my first ever msg on Twitter so I hope I'm doing this right. @user Donald Trump will not ever change or abandon us or #USA that's why I will be voting for him AGAIN! Dems and worrying about votes will not change him, POTUS is THE MAN! ",0
im that bitch that will fuck your homies when I find out u aint shit .. like damn I knew I should've hit him instead .. thats not hoe shit ,0
"America, here's what you get with Open Border policy which is supported by many Dems/Liberals. Don't believe it? Its happening now in Germany, France & England! Vote to kept America safe this Nov, vote Republican! #BuildThatWall ",0
" WHAT THE FUCK--     The spoon got stuck in his hair.    "" BITCH DON'T BE DRAMATIC THERE'S NO HOLE OR BLOOD. "" ",0
I laughed way too hard at this. #wall #POTUS #BuildThatWall ,0
@user Here is an encouraging word: I heard it suggested recently - maybe by or on @user TV Show - or maybe by Ann herself - that somebody should tell our US President @user & @user we do not need to go to US Congress for funds to #BuildThatWall #BuildTheWall #BuildTheDamnWallNOW ,0
"One must question the Patriotism of a party that has no problem with non-citizens from 3rd world countries voting in our elections; thus changing our leadership, culture & direction.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #WalkAway #AmericaFirst #USA #BackTheBlue ",0
@user @user Well read wah he posted very well n u will know why karma will hit him like a bitch ,0
So #IllegalAliens ca not be called #IllegalAliens even though that is the wording from our government. #BunchOfCrap @user ,0
9/12 was just as important as was 9/11#IllegalAliens#OldMenWithPens#KAG#VoteRed2018#RedWaveRising2018#WalkAway#TheStormIsHere #TheGreatAwakening#Q#QArmy#QAnon#WeThePeople#AmericaFirst#DonaldTrump#DrainTheDeepState#DrainTheSwamp ,0
@user farm rapes are real too bitch ,0
"@user Idk, I'd rather die than be sentenced life in jail and become someone's bitch who rapes me. ",0
Silly Killary WANNABE !! And @user numbers JUST keep CLIMBING !! #MAGA#MASA#BuildThatWall #BuildTheFuture ,0
Riiiiiight...... Bitch I pop one of them green hoes and turn into the hulk. You gone have to shoot me. ,0
"Stop playing with these women hearts. Karma ain't a bitch to play with, she really has no feelings. ",0
"@user RT @user Any elected official or member of #Congress who violates their Oath or The U.S. #Constitution is no longer acting as Govt., but as a criminal/traitor. #USA #Americans #America #PJNET #NoDebt #NoDACA #NoAmnesty #NoGunControl @user @user @user @user ",0
"@user Step to me, I'd smack around your ignorant, racist ass. Bitch boy. I'll make you clean your blood off my shoes. ",0
White shoes are so cute but such a bitch to keep clean 😤 ,0
@user Yes We Need It YesterdayHouse & Senate Fund TheDam Wall Now#MAGA #VoteDemsOut#BuildThatWall #AmericaFirst #AnnaLovesTrump #TrumpsSuperElites ,0
@user @user Hoe bitch everyone has had your ugly ass . And everyone has left because how you act . You… ,0
Dom is such a cunt. I'm only 15 mins into tonight's episode but ya hope she goes home. #BB19 #FuckDom #ByeBitchBye ,0
"Whoa. Wake the eff up, Western Society. #wakeup #stoptheinvasion ",0
"I hate stupid ass questions   Like. ""My head hurt""    ""Why""    Bitch cause my head hurt hoe I have a headache ",0
@user And this is what we have to look forward to. We made the Arab world RICH while a few here got paid! Now we have this! #BuildThatWall ,0
@user @user . And until Trump made it an issue also the aim of most Politicians - cheap labor & votes for the elites. Most still refuse to support reform. #StopImmigration ,0
"So, are you saying that we're not supposed to use #IllegalAliens to denote illegal aliens who come to the USA illegally? I'll try to remember that. ",0
@user @user @user This is a pretty sight #BuildThatWall ,0
Just got a whole eyeshadow palette and three eyebrow pencils i am so ready to be a bad bitch shsyxgxjx ,0
Your a hoe looking to taken care of...nobody wants to deal with a lazy bitch...male or female! ,0
@user Twitter Facebook Instagram all ran by liberal idiots who dont care about America or its CITIZENS! #IllegalAliens ,0
"Whatever you do today, do NOT use the term #IllegalAliens or #IllegalAlien cuz Twitter and #Jack consider it hate speech. ",0
"@user @user cnn the CORRUPT NEWS NETWORK #1 in fake news, enemy of the people, lowest in ratings and falling. Pathetic. #MAGA #BUILDTHEWALL #NODACA ",0
This should make the Hate America call by the Deep State really totally clear.#BuyFromInAndOut #InternetBillOfRights #DarkLeft #WalkAway #ReinstateRobynGritz #JimJordan4Speaker #2A #DefundPP #ChainDeportation #BuildThatWall #NationalReciprocity #1A #FreeJulian #BoycottNFL ,0
"Screw #Politicians, you have 63 MILLION Voters who would be willing to donate $100+. That's $6.3 Billion minimum! Open a ""Fund the Wall"" campaign!#BuildTheWall #BuildThatWall #MAGA@realDonaldTrump@DonaldJTrumpJr @user @user @user ",0
"#AmericaFirst #Trump2020 #BuildTheWall #RaiseAct #EndDACA #MAGA #Veterans #BlueLivesMatter If you don't agree, I DON""T CARE! ",0
"Whatever happened to heartbreak songs with a rebuttal?   Him: Fuck u, u hoe, I don't want you back  Her: Good Lil dick Bitch I aint comin back ",0
I think it's cute that the only thing a boy knows what to call a women when he's offended is a slut or a whore #youreshot ,0
"@user @user is right, #DoWhatWeSaid! #BuildThatWall ",0
@user >THE 'COUNTRY' FORMERLY KNOWN AS '#France' IS 'SO FAR GONE' THAT THEY DON'T EVEN CALL '#Terrorism' '#Terrorism' ANYMORE'#ParisAttack' IS THE 'NEW OFFICIAL PERMANENT HASHTAG' OF '#Paris'#refugeesNOTwelcome #Brexit #MAGA ,0
i gotcha man thats all i gotta say everybody know you a hoe anyway bitch recognize i got these thick thighs ,0
You & yo bitch some ratchet Bonnie & Clyde hoe ,0
how can i get those mf shoes bitch ,0
@user FUCK BITCH YOU KNOW ME FUCK I'M NOT USUALLY A VILLAINS TYPE BUT I'M A HOE FOR VIRUS FUCK YOU HE CAN INFEC… ,0
@user #IllegalAliens is not a derogatory term. It is a legal term for people entry a country outside of legal & proper channels. We are headed quickly to a 1984 state of big brother partnering w/ social media. ,0
If it's fuck me then it's fuck you. Y give a fuck? Yall still 👿hoes👿 playing tic tac like some bitch 👿ass kids. Undercover 😡booty faggots. 👿 ,0
Whoever called me unknown and said the shit they said...you're a pussy ass bitch. ,0
"@user How dare McConnell stand up & say Senate may not win 8 close seats! Won't fund the Wall until after election? @user don't listen to him, listen to your gut & voters. #BuildThatWall as promised. McConnell & Ryan are wrong & the problem if Congress is lost! ",0
@user @user Yet the @user will put these new voters in hotels but those homeless people continue to live on streets or shelters.Dont get me started on how bad they treat the veterans. @user #sendthemhome ,0
#BuildThatWall Ted Cruz has a plan on how to help Republicans win BIG in November! ,0
@user Bitch yk I don't eat pussy fuck hoe ,0
FEMA Official says the report is Fake news. #BuildThatWall ,0
"@user Dan, WAY too tough to choose between all the lying, deceitful corrupt losers representing Dems (& some GOP). The list is long & disgusting. Embarrassing that we pay these lying losers large salaries to corrupt our democracy.#MAGA #KAG #POTUS #Trump #NEWS #VoteRed #NoDACA #USA ",0
When you tell ah niqqa to get you some red bottoms because he getting his self some & he pull up to yo job with yo shoes LOL I wish bitch😹 ,0
@user Which one lol? That slap bitch is a cunt fuck that guy ,0
@user @user @user Thx.I AM the #silent majority. I'm hearing the same rhetoric from #Trump as any other #politician.More time needed or the world will fall apart.The public has short memories & politicians count on it. #Buildthatwall ,0
"I was like ""aye its Friday"" then I got that direct deposit and then I was like ""AYEEEEEE BITCH ITS FRIDAY UP IN THIS HOE FUCK YOU MEAN BOI"" ",0
"Ice cream machine was down, which means no Frape. No coffee = bitch 💁‍♀️ ",0
So about the #IRS with lame whats your dumb excuse there #Oathbreaker @user #Nodaca #Deportthemall #coward keep your stupid whistles #Hypocrites ,0
#Pentagon will #BuildThatWall for $25 million - if Congress plays tough! @user #MAGA #nationalsecurity #GodBlessPresidentTrump via @user ,0
18 Images You Won't Believe Exist On Google Maps #QAnon #Elections2018 #CorruptGovernment #GoogleIsCIA #ChildSexTrafficking #AmericaFirst #BuildTheWALL #ThesePeopleAreEVIL #NoDACA #GreatAwakening ,0
IM GONNA BUY BTS X PUMA SHOES THE FIRST TWEET I SAID BYE BITCH IM' ,0
@user bitch ass Ronnie nigga suck my dick bitch give me my vc hoe ass bitch don't play with me like this nigga I'll kill you bitch ,0
@user @user @user @user @user @user @user @user @user @user @user @user Finally approved by GoFundMe! We The People can Donate to #SecureOurBorders Let's get it built! #BuildThatWall #MAGA #BuildTheDamnWall #KatesWall #MolliesWall #JamielsWall Vetted & Verified by GoFundMe legal dept. Here's the link: ,0
Then u ask urself who da F** s going liberate Africa frm da greedy bastards wen strong young men choose da easy way out 2become a burden on anada government..then later wen da people hav liberated themselves Dey will b returning as Elites claiming victory..Nxaa..#SendThemBack ,0
"I 👀 acting like you happy, 👀 you like to pretend. You call that hoe yo baby and that bitch be calling you her friend. #IPeepedIt 👀👀👀👀 ",0
lil hunky bitch you lil whore ,0
Subway in Western Europe vs Subway in Poland via @user #defendeurope #stoptheinvasion #WhiteGenocide #openborders #multicultural #diversity #diversityisourstrength ,0
The Atlantic takes a close look at how programmes for refugees in America are changing for the worse under President Trump's administration. #USA #world #Refugees #RefugeesWelcome #refugeesNOTwelcome #symmitree #4change ,0
Better to be silent and allow people to guess you are a moron then to open your mouth and remove all doubt #BuildThatWall #MAGA #WWG1WGA ,0
"@user @user Looks like #LeftistsPreferIllegalAliens in Europe as well as in the USA.""Migrant"" has allegedly been using legal loopholes to stay in Germany despite having a staggering 542 criminal investigations against him.#GlobalistAgenda ",0
*is that all you do?* Bitch I like to smoke I'm living the life hoes ,0
"So illegal alien tweets are blocked by twitter because its considered hate speech #illegalalien I actually would love for all the #illegalaliens to get legal status and become actual citizens. I welcome all people to enjoy our great country, legally. ",0
@user #BlueWaveIsComing? But it's a Blue wave of #corruption #LiesLiesLies #openborders #IllegalAliens #Censorship Just #WalkAway from #DemocraticSocialism ,0
A little louder @user for the liberals in the back. #SendThemBack #BuildTheWall ,0
@user @user The only enemy here is Islam!! #BanMuslims #BanIslam #BanTheHijab #CloseTheBorders #SendThemBack ,0
@user @user Just FYI @user and @user are being blackmailed and controlled by the #DeepState!!! Do whaterver it takes to #BUILDTHATWALL now or it will never be built!!!! ,0
